Blend ID(BDID),Characteristics of material,Material type,Mixing / Blending method,Molecular weight,Morphology,Name,Non-solvent,Polymer type,Polymerization information,Processing information,Remarks,Sample ID,Sequence info,Solvent,Branch/crosslink info,Glass transition temp.,comp_01_CU Chemical Strucutre,comp_01_CU formula,comp_01_Composition[%],comp_01_Composition[TLC-FID Area],comp_01_Composition[],comp_01_Composition[mol ratio of monomer repeating units],comp_01_Composition[mol ratio],comp_01_Composition[mol%],comp_01_Composition[part],comp_01_Composition[phr],comp_01_Composition[ratio],comp_01_Composition[unknown],comp_01_Composition[vol ratio],comp_01_Composition[vol%],comp_01_Composition[wt ratio],comp_01_Composition[wt%],comp_01_Formula weight(FW),comp_01_PID of Component,comp_01_Sample ID,comp_02_CU Chemical Strucutre,comp_02_CU formula,comp_02_Composition[%],comp_02_Composition[TLC-FID Area],comp_02_Composition[],comp_02_Composition[mol ratio of monomer repeating units],comp_02_Composition[mol ratio],comp_02_Composition[mol%],comp_02_Composition[part],comp_02_Composition[phr],comp_02_Composition[ratio],comp_02_Composition[unknown],comp_02_Composition[vol ratio],comp_02_Composition[vol%],comp_02_Composition[wt ratio],comp_02_Composition[wt%],comp_02_Formula weight(FW),comp_02_PID of Component,comp_02_Sample ID,comp_03_CU Chemical Strucutre,comp_03_CU formula,comp_03_Composition[%],comp_03_Composition[TLC-FID Area],comp_03_Composition[],comp_03_Composition[mol ratio of monomer repeating units],comp_03_Composition[mol ratio],comp_03_Composition[mol%],comp_03_Composition[part],comp_03_Composition[phr],comp_03_Composition[ratio],comp_03_Composition[unknown],comp_03_Composition[vol ratio],comp_03_Composition[vol%],comp_03_Composition[wt ratio],comp_03_Composition[wt%],comp_03_Formula weight(FW),comp_03_PID of Component,comp_03_Sample ID,comp_04_CU Chemical Strucutre,comp_04_CU formula,comp_04_Composition[%],comp_04_Composition[TLC-FID Area],comp_04_Composition[],comp_04_Composition[mol ratio of monomer repeating units],comp_04_Composition[mol ratio],comp_04_Composition[mol%],comp_04_Composition[part],comp_04_Composition[phr],comp_04_Composition[ratio],comp_04_Composition[unknown],comp_04_Composition[vol ratio],comp_04_Composition[vol%],comp_04_Composition[wt ratio],comp_04_Composition[wt%],comp_04_Formula weight(FW),comp_04_PID of Component,comp_04_Sample ID,Reference
BD001180,"linear,UV-curable for primary optical fiber coating",Neat resin,,,,"poly{poly(propane-1,2-diol)-alt-[methylenedi(cyclohexane-4,1-diyl) diisocyanate}//poly{poly(1,4-butanediol)-alt-[methylenebis(cyclohexane-4,1-diyl)diisocyanate]}",,Blend,"Precursor: polypropylene oxide & polybutane diol
Type: polymer reaction
Prepolymer name: polypropylene oxide & polybutane diol
Polymer reaction condition: 4,4'-dicyclohexylmethane diisocyanate, 2-hydroxyethyl acrylate, below 45C, N2 then mixture of PPG and PBD added with dibutyl tin dilaurate, 70C, 2h, N2","Shape of Test Piece: Film
Remarks: t = 0.3mm, w = 1cm, l = 3cm",Original prepolymer PPG and PBD; supplied by Aldrich Chemical Co.,75041-3-1-1,,,,"['Glass transition temp. -50 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min, Frequency;35Hz']",,C3H6O / C15H24N2O3,,,,,,,,,,,,,,80,58.08 / 280.36,P900206,75041-1-1-1,,C4H8O / C15H24N2O3 / C19H32N2O4,,,,,,,,,,,,,,20,72.11 / 280.36 / 352.47,P900207,75041-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kim, Han Do; Kang, Seung Gu; Ha, Chang Sik , Journal of Applied Polymer Science , 46 , 8 , 1339-1351 (1992)"
BD001180,"linear,UV-curable for primary optical fiber coating",Neat resin,,,,"poly{poly(propane-1,2-diol)-alt-[methylenedi(cyclohexane-4,1-diyl) diisocyanate}//poly{poly(1,4-butanediol)-alt-[methylenebis(cyclohexane-4,1-diyl)diisocyanate]}",,Blend,"Precursor: polypropylene oxide & polybutane diol
Type: polymer reaction
Prepolymer name: polypropylene oxide & polybutane diol
Polymer reaction condition: 4,4'-dicyclohexylmethane diisocyanate, 2-hydroxyethyl acrylate, below 45C, N2 then mixture of PPG and PBD added with dibutyl tin dilaurate, 70C, 2h, N2","Shape of Test Piece: Film
Remarks: t = 0.3mm, w = 1cm, l = 3cm",Original prepolymer PPG and PBD; supplied by Aldrich Chemical Co.,75041-3-2-1,,,,"['Glass transition temp. -67 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min & Frequency;35Hz']",,C3H6O / C15H24N2O3,,,,,,,,,,,,,,50,58.08 / 280.36,P900206,75041-1-1-1,,C4H8O / C15H24N2O3 / C19H32N2O4,,,,,,,,,,,,,,50,72.11 / 280.36 / 352.47,P900207,75041-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kim, Han Do; Kang, Seung Gu; Ha, Chang Sik , Journal of Applied Polymer Science , 46 , 8 , 1339-1351 (1992)"
BD001180,"linear,UV-curable for primary optical fiber coating",Neat resin,,,,"poly{poly(propane-1,2-diol)-alt-[methylenedi(cyclohexane-4,1-diyl) diisocyanate}//poly{poly(1,4-butanediol)-alt-[methylenebis(cyclohexane-4,1-diyl)diisocyanate]}",,Blend,"Precursor: polypropylene oxide & polybutane diol
Type: polymer reaction
Prepolymer name: polypropylene oxide & polybutane diol
Polymer reaction condition: 4,4'-dicyclohexylmethane diisocyanate, 2-hydroxyethyl acrylate, below 45C, N2 then mixture of PPG and PBD added with dibutyl tin dilaurate, 70C, 2h, N2","Shape of Test Piece: Film
Remarks: t = 0.3mm, w = 1cm, l = 3cm",Original prepolymer PPG and PBD; supplied by Aldrich Chemical Co.,75041-3-3-1,,,,"['Glass transition temp. -56 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min & Frequency;35Hz']",,C3H6O / C15H24N2O3,,,,,,,,,,,,,,80,58.08 / 280.36,P900206,75041-1-1-1,,C4H8O / C15H24N2O3 / C19H32N2O4,,,,,,,,,,,,,,20,72.11 / 280.36 / 352.47,P900207,75041-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kim, Han Do; Kang, Seung Gu; Ha, Chang Sik , Journal of Applied Polymer Science , 46 , 8 , 1339-1351 (1992)"
BD001182,"linear,Thermoplastic,Thermostable,Amorphous&Liquid crystal",Neat resin,Melt blending,,,"poly[(4-hydroxybenzoic acid)-co-(6-hydroxy-2-naphthoic acid)]//poly{[4-(4-hydroxyphenyl)-2,3-phthalazin-1-one]-alt-[bis(4-fluorophenyl)ketone;bis(4-fluorophenyl)sulfone]}",,Blend,,"Compression: 10MPa, 350C
Cutting
Shape of Test Piece: Pellet",,20785-3-2-1,,,,"['Glass transition temp. ca 283 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Taken from the Fig.']",,C27H16N2O3 / C26H16N2O4S,,,,,,,,,,,,,,90,416.43 / 452.48,P902457,20785-1-1-1,,C7H4O2 / C11H6O2,,,,,,,,,,,,,,10,120.11 / 170.161,P900344,20785-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meng, Y. Z.; Tjong, S. C.; Hay, A. S. , Polymer , 39 , 10 , 1845-1850 (1998)"
BD001182,"linear,Thermoplastic,Thermostable,Amorphous&Liquid crystal",Neat resin,Melt blending,,,"poly[(4-hydroxybenzoic acid)-co-(6-hydroxy-2-naphthoic acid)]//poly{[4-(4-hydroxyphenyl)-2,3-phthalazin-1-one]-alt-[bis(4-fluorophenyl)ketone;bis(4-fluorophenyl)sulfone]}",,Blend,,"Compression: 10MPa, 350C
Cutting
Shape of Test Piece: Pellet",,20785-3-3-1,,,,"['Glass transition temp. ca 280 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Taken from the Fig.']",,C27H16N2O3 / C26H16N2O4S,,,,,,,,,,,,,,85,416.43 / 452.48,P902457,20785-1-1-1,,C7H4O2 / C11H6O2,,,,,,,,,,,,,,15,120.11 / 170.161,P900344,20785-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meng, Y. Z.; Tjong, S. C.; Hay, A. S. , Polymer , 39 , 10 , 1845-1850 (1998)"
BD001182,"linear,Thermoplastic,Thermostable,Amorphous&Liquid crystal",Neat resin,Melt blending,,,"poly[(4-hydroxybenzoic acid)-co-(6-hydroxy-2-naphthoic acid)]//poly{[4-(4-hydroxyphenyl)-2,3-phthalazin-1-one]-alt-[bis(4-fluorophenyl)ketone;bis(4-fluorophenyl)sulfone]}",,Blend,,"Compression: 10MPa, 350C
Cutting
Shape of Test Piece: Pellet",,20785-3-4-1,,,,"['Glass transition temp. ca 275 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Taken from the Fig.']",,C27H16N2O3 / C26H16N2O4S,,,,,,,,,,,,,,75,416.43 / 452.48,P902457,20785-1-1-1,,C7H4O2 / C11H6O2,,,,,,,,,,,,,,25,120.11 / 170.161,P900344,20785-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meng, Y. Z.; Tjong, S. C.; Hay, A. S. , Polymer , 39 , 10 , 1845-1850 (1998)"
BD001191,"Thermoplastic,Amorphous",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-2-1-1,,,,"['Glass transition temp. ca 26.3 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Temp. of tan(delta)max., taken from the Fig.5']",,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001191,"Thermoplastic,Amorphous",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-3-1-1,,,,"['Glass transition temp. ca 20.0 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Temp. of tan(delta)max., taken from the Fig.7']",,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-3-1,,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001191,"Thermoplastic,Crystal",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-5-1-1,,,,"['Glass transition temp. -10.3 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Tg of ES35, temp. of tan(delta)shoulder']",,C2H4 / C8H8,,,,,,,,,,,,,,75,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,25,28.05 / 104.15,P900361,23841-1-5-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001191,"Thermoplastic,Crystal",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-5-2-1,,,,"['Glass transition temp. -8.8 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Tg of ES35, temp. of tan(delta)shoulder']",,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-5-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001192,"Thermoplastic,Amorphous",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-4-1-1,,,,"['Glass transition temp. 2.6 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Tg of ES58, temp. of tan(delta)shoulder']",,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-3-1,,C2H4 / C8H8,,,,,,,,,,,,,,0,28.05 / 104.15,P900361,23841-1-4-1,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001192,"Thermoplastic,Amorphous",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-4-2-1,,,,"['Glass transition temp. -7.5 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Tg of ES52, temp. of tan(delta)shoulder']",,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,0,28.05 / 104.15,P900361,23841-1-3-1,,C2H4 / C8H8,,,,,,,,,,,,,,50,28.05 / 104.15,P900361,23841-1-4-1,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001192,"Thermoplastic,Amorphous",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-4-3-1,,,,"['Glass transition temp. 1.6 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Tg of ES58, temp. of tan(delta)shoulder']",,C2H4 / C8H8,,,,,,,,,,,,,,33,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,33,28.05 / 104.15,P900361,23841-1-3-1,,C2H4 / C8H8,,,,,,,,,,,,,,34,28.05 / 104.15,P900361,23841-1-4-1,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001192,"Thermoplastic,Crystal",Neat resin,"Dry blended, then melt-mixed at 190C, 40rpm for ca.10min",,,poly(ethylene-co-styrene)//poly(ethylene-co-styrene)//poly(ethylene-co-styrene),,Blend,,"Compression: 190C, 2min, 5.5MPa
Shape of Test Piece: Sheet
Remarks: (DMA) rectangular specimen",,23841-9-1-1,,,,"['Glass transition temp. -5.9 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & Temp. ramped in 5C increments under N2, strain 0.05%', 'Remarks: Tg of ES52, temp. of tan(delta)shoulder']",,C2H4 / C8H8,,,,,,,,,,,,,,34,28.05 / 104.15,P900361,23841-1-1-1,,C2H4 / C8H8,,,,,,,,,,,,,,33,28.05 / 104.15,P900361,23841-1-4-1,,C2H4 / C8H8,,,,,,,,,,,,,,33,28.05 / 104.15,P900361,23841-1-6-1,,,,,,,,,,,,,,,,,,,,"Cheung, Y. Wilson; Guest, Martin J. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 22 , 2976-2987 (2000)"
BD001194,Elastomer,Neat resin,"Soln. blended in cyclohexane, solvent removed in vacuo at RT for 10days","Mn=4370(GPC(SEC),THF), Mw/Mn=2.42(GPC(SEC),THF)
Related Info.: Bimodal mol. wt. distribution",,polybutadiene//polybutadiene,,Blend,,"Shape of Test Piece: Film
Remarks: t=100micron",,43082-2-1-1,,['cyclohexane'],,"['Glass transition temp. 169.0 [C]', 'Method: Dielectric relaxation', 'Remarks: Temp. of capacitance changing its temp.-dependence']",,C4H6 / C4H6 / C4H6,,,,,,,,,,,,,,85.7,54.09 / 54.09 / 54.09,P900413,43082-1-1-1,,C4H6 / C4H6 / C4H6,,,,,,,,,,,,,,14.2,54.09 / 54.09 / 54.09,P900413,43082-1-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bogoslovov, R. B.; Hogan, T. E.; Roland, C. M. , Macromolecules , 43 , 6 , 2904-2909 (2010)"
BD001194,Elastomer,Neat resin,"Soln. blended in cyclohexane, solvent removed in vacuo at RT for 10days","Mn=4780(GPC(SEC),THF), Mw/Mn=13.1(GPC(SEC),THF)
Related Info.: Bimodal mol. wt. distribution",,polybutadiene//polybutadiene,,Blend,,"Shape of Test Piece: Film
Remarks: t=100micron",,43082-3-1-1,,['cyclohexane'],,"['Glass transition temp. 171.2 [C]', 'Method: Dielectric relaxation', 'Remarks: Temp. of capacitance changing its temp.-dependence']",,C4H6 / C4H6 / C4H6,,,,,,,,,,,,,,79.3,54.09 / 54.09 / 54.09,P900413,43082-1-1-1,,C4H6 / C4H6 / C4H6,,,,,,,,,,,,,,20.7,54.09 / 54.09 / 54.09,P900413,43082-1-5-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bogoslovov, R. B.; Hogan, T. E.; Roland, C. M. , Macromolecules , 43 , 6 , 2904-2909 (2010)"
BD001197,Thermoplastic,Neat resin,Soln. blended in THF so as to contain stoichiometric amt. of functional groups,,,poly[styrene-co-(4-vinylpyridine)]//poly[styren-co-(4-sulfostyrene)],,Blend,,"Compression: 170-190C, 3min, 14MPa
Shape of Test Piece: Sheet
Remarks: (Tensile test) dog-bone shaped, w=3.5mm, t=0.5mm",,30056-3-1-1,,['THF'],,"['Glass transition temp. 109.3 [C]', 'Method: Modulated DSC (MDSC)', 'Condition: Heating rate;2C/min & N2, temp. oscillation +-1.5C/40s', 'Remarks: Second scan']",,C8H8 / C8H8O3S,,,,,,,,,,,,,,57,104.15 / 184.21,P900492,30056-1-1-1,,C8H8 / C7H7N,,,,,,,,,,,,,,43,104.15 / 105.14,P900449,30056-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Wenjie; Sauer, J. A.; Hara, Masanori , Polymer , 44 , 24 , 7485-7493 (2003)"
BD001197,Thermoplastic,Neat resin,Soln. blended in THF so as to contain stoichiometric amt. of functional groups,,,poly[styrene-co-(4-vinylpyridine)]//poly[styren-co-(4-sulfostyrene)],,Blend,,"Compression: 170-190C, 3min, 14MPa
Annealing: 150C, 24h
Shape of Test Piece: Sheet
Remarks: (Tensile test) dog-bone shaped, w=3.5mm, t=0.5mm",,30056-3-1-2,,['THF'],,"['Glass transition temp. 151.1 [C]', 'Method: Modulated DSC (MDSC)', 'Condition: Heating rate;2C/min & N2, temp. oscillation +-1.5C/40s', 'Remarks: Tg of cluster phase, second scan']",,C8H8 / C8H8O3S,,,,,,,,,,,,,,57,104.15 / 184.21,P900492,30056-1-1-1,,C8H8 / C7H7N,,,,,,,,,,,,,,43,104.15 / 105.14,P900449,30056-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Wenjie; Sauer, J. A.; Hara, Masanori , Polymer , 44 , 24 , 7485-7493 (2003)"
BD001197,Thermoplastic,Neat resin,Soln. blended in THF so as to contain stoichiometric amt. of functional groups,,,poly[styrene-co-(4-vinylpyridine)]//poly[styren-co-(4-sulfostyrene)],,Blend,,"Compression: 170-190C, 3min, 14MPa
Shape of Test Piece: Sheet
Remarks: (Tensile test) dog-bone shaped, w=3.5mm, t=0.5mm",,30056-4-1-1,,['THF'],,"['Glass transition temp. 111.8 [C]', 'Method: Modulated DSC (MDSC)', 'Condition: Heating rate;2C/min & N2, temp. oscillation +-1.5C/40s', 'Remarks: Second scan']",,C8H8 / C8H8O3S,,,,,,,,,,,,,,57,104.15 / 184.21,P900492,30056-1-2-1,,C8H8 / C7H7N,,,,,,,,,,,,,,43,104.15 / 105.14,P900449,30056-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Wenjie; Sauer, J. A.; Hara, Masanori , Polymer , 44 , 24 , 7485-7493 (2003)"
BD001197,Thermoplastic,Neat resin,Soln. blended in THF so as to contain stoichiometric amt. of functional groups,,,poly[styrene-co-(4-vinylpyridine)]//poly[styren-co-(4-sulfostyrene)],,Blend,,"Compression: 170-190C, 3min, 14MPa
Annealing: 150C, 24h
Shape of Test Piece: Sheet
Remarks: (Tensile test) dog-bone shaped, w=3.5mm, t=0.5mm",,30056-4-1-2,,['THF'],,"['Glass transition temp. 165.6 [C]', 'Method: Modulated DSC (MDSC)', 'Condition: Heating rate;2C/min & N2, temp. oscillation +-1.5C/40s', 'Remarks: Tg of cluster phase, second scan']",,C8H8 / C8H8O3S,,,,,,,,,,,,,,57,104.15 / 184.21,P900492,30056-1-2-1,,C8H8 / C7H7N,,,,,,,,,,,,,,43,104.15 / 105.14,P900449,30056-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Wenjie; Sauer, J. A.; Hara, Masanori , Polymer , 44 , 24 , 7485-7493 (2003)"
BD001197,Thermoplastic,Neat resin,Soln. blended in THF so as to contain stoichiometric amt. of functional groups,,,poly[styrene-co-(4-vinylpyridine)]//poly[styren-co-(4-sulfostyrene)],,Blend,,"Compression: 170-190C, 3min, 14MPa
Shape of Test Piece: Sheet
Remarks: (Tensile test) dog-bone shaped, w=3.5mm, t=0.5mm",,30056-5-1-1,,['THF'],,"['Glass transition temp. 117.9 [C]', 'Method: Modulated DSC (MDSC)', 'Condition: Heating rate;2C/min & N2, temp. oscillation +-1.5C/40s', 'Remarks: Second scan']",,C8H8 / C8H8O3S,,,,,,,,,,,,,,57,104.15 / 184.21,P900492,30056-1-3-1,,C8H8 / C7H7N,,,,,,,,,,,,,,43,104.15 / 105.14,P900449,30056-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Wenjie; Sauer, J. A.; Hara, Masanori , Polymer , 44 , 24 , 7485-7493 (2003)"
BD001197,Thermoplastic,Neat resin,Soln. blended in THF so as to contain stoichiometric amt. of functional groups,,,poly[styrene-co-(4-vinylpyridine)]//poly[styren-co-(4-sulfostyrene)],,Blend,,"Compression: 170-190C, 3min, 14MPa
Annealing: 150C, 24h
Shape of Test Piece: Sheet
Remarks: (Tensile test) dog-bone shaped, w=3.5mm, t=0.5mm",,30056-5-1-2,,['THF'],,"['Glass transition temp. 167.6 [C]', 'Method: Modulated DSC (MDSC)', 'Condition: Heating rate;2C/min & N2, temp. oscillation +-1.5C/40s', 'Remarks: Tg of cluster phase, second scan']",,C8H8 / C8H8O3S,,,,,,,,,,,,,,57,104.15 / 184.21,P900492,30056-1-3-1,,C8H8 / C7H7N,,,,,,,,,,,,,,43,104.15 / 105.14,P900449,30056-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Wenjie; Sauer, J. A.; Hara, Masanori , Polymer , 44 , 24 , 7485-7493 (2003)"
BD001198,",Crystal",Neat resin,"Pre-dried powder melt-blended by co-rotating twin-screw extruder at 240C,300rpm",,,poly[styrene-co-(p-hydroxystyrene)]//poly[trioxan-co-(ethylene oxide)],,Blend,,"Compression: 230C
Shape of Test Piece: Sheet",,12588-3-1-2,,,,"['Glass transition temp. ca 88 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;10Hz', 'Remarks: Taken from the Fig.']",,CH2O / C2H4O,,,,,,,,,,,,,,80,30.03 / 44.05,P900800,12588-1-1-1,,C8H8 / C8H8O,,,,,,,,,,,,,,20,104.15 / 120.15,P900450,12588-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machado, J. M.; French, R. N. , Polymer , 33 , 2 , 439-442 (1992)"
BD001198,",Crystal",Neat resin,"Pre-dried powder melt-blended by co-rotating twin-screw extruder at 240C,300rev/min",,,poly[styrene-co-(p-hydroxystyrene)]//poly[trioxan-co-(ethylene oxide)],,Blend,,"Compression: 230C
Shape of Test Piece: Sheet",,12588-3-2-2,,,,"['Glass transition temp. ca 109 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;10Hz', 'Remarks: Taken from the Fig.']",,CH2O / C2H4O,,,,,,,,,,,,,,60,30.03 / 44.05,P900800,12588-1-1-1,,C8H8 / C8H8O,,,,,,,,,,,,,,40,104.15 / 120.15,P900450,12588-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machado, J. M.; French, R. N. , Polymer , 33 , 2 , 439-442 (1992)"
BD001199,,Neat resin,THF soln. blending,,,"poly[styren-co-(2-vinylpyridine)]//poly[(p-hydroxystyrene)-co-(2,3-dimethyl-1,3-butadiene)]",,Blend,,,,26209-3-1-1,,['THF'],,"['Glass transition temp. 63 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Tg of ST2VPy{8}']",,C8H8 / C7H7N,,,,,,,,,,,,,,50,104.15 / 105.14,P900456,26209-1-1-1,,C8H8O / C6H10,,,,,,,,,,,,,,50,120.15 / 82.14,P903792,26209-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motzer, Heidi R.; Painter, Paul C.; Coleman, Michael M. , Macromolecules , 34 , 23 , 8388-8389 (2001)"
BD001199,,Neat resin,THF soln. blending,,,"poly[styren-co-(2-vinylpyridine)]//poly[(p-hydroxystyrene)-co-(2,3-dimethyl-1,3-butadiene)]",,Blend,,,,26209-6-1-1,,['THF'],,"['Glass transition temp. 76 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C8H8 / C7H7N,,,,,,,,,,,,,,80,104.15 / 105.14,P900456,26209-4-1-1,,C8H8O / C6H10,,,,,,,,,,,,,,20,120.15 / 82.14,P903792,26209-5-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motzer, Heidi R.; Painter, Paul C.; Coleman, Michael M. , Macromolecules , 34 , 23 , 8388-8389 (2001)"
